;Tabela 1: Liczba hospitalizacji i liczba punktów za hospitalizacje wg rozpoznań i sekcji produktów
;Rozdział ICD10;Województwo;Poziom szpitala w ramach ryczałtu PSZ;Sekcja JGP;Maj 2021;;Kwiecień 2021;;Maj 2020;;Maj 2021 / Kwiecień 2021;;Maj 2021 / Maj 2020
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Pomorskie;SZPITAL PULMONOLOGICZNY;Q Choroby naczyń;< 5;3584;< 5;652;;; ;4.496933; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;10;11389.2;12;12919.1;5;8651;-0.166667;-0.118422;1;0.316518
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;E Choroby układu krążenia;;;< 5;1717;< 5;5987; ;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;F Choroby przewodu pokarmowego;36;123330.9;35;187193.83;23;78428.21;0.028571;-0.341159;0.565217;0.572532
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;;;< 5;2479;;; ;;;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;K Choroby układu dokrewnego;;;< 5;3510;;; ;;;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;L Choroby układu moczowo-płciowego;6;6267;< 5;1653;< 5;2453; ;2.791289; ;1.554831
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;M Choroby żeńskiego układu rozrodczego;;;;;< 5;3681;;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;PZ Choroby dzieci - leczenie zabiegowe;8;13808.55;21;39776.11;5;8856.74;-0.619048;-0.652843;0.6;0.559101
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;Q Choroby naczyń;< 5;1405;;;;; ;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;POZA PSZ;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;1594;;;< 5;3039; ;; ;-0.475485
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;A Choroby układu nerwowego;9;10663.08;7;10632.48;6;8819.89;0.285714;0.002878;0.5;0.208981
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;9;12551.98;11;25509.47;14;17831.43;-0.181818;-0.507948;-0.357143;-0.296076
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;D Choroby układu oddechowego;< 5;5649.24;7;17931.6;6;41019.5; ;-0.684956; ;-0.862279
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;E Choroby układu krążenia;40;151715.1568;18;54017.262;36;129382.8;1.222222;1.808642;0.111111;0.172607
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;187;539188.869;186;508960.282;114;353729.744;0.005376;0.059393;0.640351;0.524296
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;11263.86;6;46795.56;6;22134.7; ;-0.759296; ;-0.491122
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;K Choroby układu dokrewnego;;;< 5;11572.08;5;16519.14; ;;;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;L Choroby układu moczowo-płciowego;< 5;1353.54;;;;; ;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;66;183094.1496;53;151697.394;32;76620.67;0.245283;0.20697;1.0625;1.389618
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;< 5;2265.12;;;;; ;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;Q Choroby naczyń;< 5;1388.22;< 5;8367.44;< 5;3104.42; ;-0.834093; ;-0.552825
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL I STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;6;8777.5848;< 5;3485.4048;< 5;851.81; ;1.518383; ;9.304628
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;A Choroby układu nerwowego;11;17891.14;10;17920.43;8;13491.54;0.1;-0.001634;0.375;0.326101
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;22;28432.06;31;58222.7;10;15464.22;-0.290323;-0.511667;1.2;0.838571
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;D Choroby układu oddechowego;6;14405.63;< 5;6810.43;< 5;9635.94; ;1.115231; ;0.49499
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;E Choroby układu krążenia;15;51880.67;6;19233.43;27;98189.28;1.5;1.697422;-0.444444;-0.471626
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;F Choroby przewodu pokarmowego;98;299581.3784;71;169923.2;46;127146.66;0.380282;0.76304;1.130435;1.356188
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;7404.79;< 5;2503.79;< 5;12224.7; ;1.957433; ;-0.394276
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;< 5;2817.9;< 5;4367.24;;; ;-0.354764; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;K Choroby układu dokrewnego;< 5;17416.44;5;21770.55;< 5;11805.48; ;-0.2; ;0.475284
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;L Choroby układu moczowo-płciowego;10;8198.17;< 5;3048.18;< 5;3485.34; ;1.689529; ;1.352187
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;72;161617.5688;60;149390.136;31;67638.36;0.2;0.081849;1.322581;1.389437
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;6;20743.484;< 5;15741.613;< 5;14551.116; ;0.317748; ;0.42556
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;Q Choroby naczyń;< 5;3569.34;< 5;6346.87;;; ;-0.437622; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL II STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;7640.2928;< 5;6618.66;6;8753.64; ;0.154356; ;-0.127187
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;A Choroby układu nerwowego;7;12253;7;10631;< 5;916;0;0.152573; ;12.376638
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;14;20643.37744;9;10548.4364;11;17891;0.555556;0.957008;0.272727;0.153841
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;D Choroby układu oddechowego;9;31239;< 5;4724;< 5;9833; ;5.612828; ;2.176955
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;E Choroby układu krążenia;13;70766.6;< 5;19526;6;16124; ;2.624224;1.166667;3.388899
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;F Choroby przewodu pokarmowego;67;223307.2;56;163326.978;31;53321;0.196429;0.36724;1.16129;3.187978
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;7;31729;< 5;19152;5;23523; ;0.656694;0.4;0.34885
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;J Choroby piersi, skóry i oparzenia;;;< 5;6377;< 5;6931; ;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;K Choroby układu dokrewnego;< 5;9018;< 5;2952;< 5;11808; ;2.054878; ;-0.23628
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;L Choroby układu moczowo-płciowego;< 5;650;< 5;911;< 5;1181; ;-0.286498; ;-0.449619
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;45;115182.054;63;153007.10136;13;28805;-0.285714;-0.247211;2.461538;2.998683
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;7;18214.06932;11;33112.53;< 5;2153.8;-0.363636;-0.449934; ;7.456713
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;Q Choroby naczyń;< 5;4837.53752;< 5;39890.94;< 5;20730; ;-0.878731; ;-0.766641
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL III STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;5;8730.208;< 5;5231.7144;< 5;4025; ;0.668709; ;1.168996
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;A Choroby układu nerwowego;< 5;1830;< 5;5847;< 5;1771; ;-0.687019; ;0.033315
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;8;17741.6;7;11763.04;11;28295.7;0.142857;0.50825;-0.272727;-0.372993
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;D Choroby układu oddechowego;8;31622.3;10;30299.9;6;20698;-0.2;0.043644;0.333333;0.527795
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;E Choroby układu krążenia;27;216815.86;24;170522.26;10;81951.09;0.125;0.271481;1.7;1.645674
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;20;88057.24;15;41631.32;27;60672;0.333333;1.115168;-0.259259;0.451365
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;21041;< 5;9572;< 5;20584; ;1.198182; ;0.022202
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;< 5;7062;< 5;3531;< 5;3531; ;1; ;1
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;K Choroby układu dokrewnego;16;54516.24;12;70399.2168;5;14766;0.333333;-0.225613;2.2;2.692011
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;L Choroby układu moczowo-płciowego;< 5;3885;< 5;1668;< 5;1747; ;1.329137; ;1.223812
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;M Choroby żeńskiego układu rozrodczego;;;< 5;3295;;; ;;;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;P Choroby dzieci - leczenie zachowawcze;75;212579.424;62;176593.446;37;83058.6;0.209677;0.203779;1.027027;1.559391
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;PZ Choroby dzieci - leczenie zabiegowe;8;36781.344;20;87862.536;13;68019.7;-0.6;-0.581376;-0.384615;-0.459255
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;Q Choroby naczyń;< 5;6910;9;23583;8;22358.4; ;-0.706992; ;-0.690944
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL OGÓLNOPOLSKI;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;6;24136.596;< 5;1818.72;;; ;12.2712;;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL ONKOLOGICZNY;D Choroby układu oddechowego;< 5;2697;< 5;1063;< 5;2835; ;1.537159; ;-0.048677
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL ONKOLOGICZNY;E Choroby układu krążenia;< 5;6817;< 5;1717;< 5;10552.36; ;2.970297; ;-0.353983
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL ONKOLOGICZNY;F Choroby przewodu pokarmowego;25;178857.06;16;57349;17;43497;0.5625;2.118748;0.470588;3.11194
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL ONKOLOGICZNY;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;62749.92;< 5;19920;< 5;15441; ;2.150096; ;3.063851
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL ONKOLOGICZNY;J Choroby piersi, skóry i oparzenia;;;;;< 5;4254;;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL ONKOLOGICZNY;Q Choroby naczyń;< 5;4561;< 5;2013;< 5;3477; ;1.265772; ;0.311763
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL ONKOLOGICZNY;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;;;< 5;2302;< 5;353; ;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PEDIATRYCZNY;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;;;< 5;1451.52;;; ;;;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PEDIATRYCZNY;E Choroby układu krążenia;;;< 5;1854.36;< 5;2606; ;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PEDIATRYCZNY;F Choroby przewodu pokarmowego;< 5;1976.4;;;< 5;1935; ;; ;0.021395
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PEDIATRYCZNY;K Choroby układu dokrewnego;7;23094.72;< 5;10066.68;;; ;1.294174;;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PEDIATRYCZNY;P Choroby dzieci - leczenie zachowawcze;45;128086.9632;41;88351.88;19;53747.45;0.097561;0.449737;1.368421;1.383126
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PEDIATRYCZNY;PZ Choroby dzieci - leczenie zabiegowe;6;40650.336;< 5;2553.768;< 5;4264.7; ;14.917787; ;8.531816
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PEDIATRYCZNY;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;876.96;< 5;2614.68;;; ;-0.664601; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PULMONOLOGICZNY;D Choroby układu oddechowego;8;16548;< 5;9646;7;25707; ;0.71553;0.142857;-0.356284
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PULMONOLOGICZNY;E Choroby układu krążenia;< 5;1717;;;< 5;3383; ;; ;-0.492462
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PULMONOLOGICZNY;F Choroby przewodu pokarmowego;< 5;549;;;< 5;1830; ;; ;-0.7
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Śląskie;SZPITAL PULMONOLOGICZNY;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;5787;;;;; ;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Świętokrzyskie;POZA PSZ;E Choroby układu krążenia;;;;;< 5;2419;;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Świętokrzyskie;SZPITAL I STOPNIA;A Choroby układu nerwowego;;;;;< 5;2007.47;;; ;
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Świętokrzyskie;SZPITAL I STOPNIA;D Choroby układu oddechowego;8;22992.84;10;29102;< 5;5840.1;-0.2;-0.209922; ;2.937063
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Świętokrzyskie;SZPITAL I STOPNIA;E Choroby układu krążenia;17;43658.04;6;13835.02;23;119183.36;1.833333;2.155618;-0.26087;-0.63369
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Świętokrzyskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;75;142961.82;62;124207.72;73;120297.3;0.209677;0.15099;0.027397;0.188404
;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Świętokrzyskie;SZPITAL I STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;3493.5;< 5;3493.5;< 5;3527.75; ;0; ;-0.009709
