;Tabela 1: Liczba hospitalizacji i liczba punktów za hospitalizacje wg rozpoznań i sekcji produktów
;Rozdział ICD10;Województwo;Poziom szpitala w ramach ryczałtu PSZ;Sekcja JGP;Czerwiec 2021;;Maj 2021;;Czerwiec 2020;;Czerwiec 2021 / Maj 2021;;Czerwiec 2021 / Czerwiec 2020
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;POZA PSZ;H Choroby układu mięśniowo-szkieletowego;18;23041.85;29;38806.4;8;17187.65;-0.37931;-0.406236;1.25;0.340605
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;POZA PSZ;J Choroby piersi, skóry i oparzenia;;;;;< 5;3262;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;A Choroby układu nerwowego;31;40451.96;33;35854.86;17;25973.2;-0.060606;0.128214;0.823529;0.55745
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;D Choroby układu oddechowego;< 5;7742.82;< 5;8310.96;;; ;-0.06836; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;;;;;< 5;615.94;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;;;;;< 5;14418.249;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;257;1521869.312;202;1004456.576;247;1402062.0628;0.272277;0.515117;0.040486;0.085451
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;< 5;49119.9;< 5;9459.58;5;20120.78; ;4.192609; ;1.441252
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;;;< 5;2627.64;;; ;;;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;63;108446.6;43;73494.48;20;50267.72;0.465116;0.475575;2.15;1.157381
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL I STOPNIA;T Obrażenia, urazy;68;94477.8052;71;84267.2;45;60621.77;-0.042254;0.121169;0.511111;0.55848
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;A Choroby układu nerwowego;13;15625.71;11;24207.1245;17;30558.0856;0.181818;-0.3545;-0.235294;-0.488655
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;B Choroby narządu wzroku;5;11260.49;< 5;8346.64;< 5;4771.56; ;0.349105; ;1.359918
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;13;16624.763;7;7126.61;9;11243.46;0.857143;1.332773;0.444444;0.478616
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;D Choroby układu oddechowego;5;12047.28;< 5;65605.7014;7;22766.4; ;-0.816368;-0.285714;-0.470831
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;F Choroby przewodu pokarmowego;< 5;5283.39;< 5;5229.78;< 5;17010.54; ;0.010251; ;-0.689405
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;195;1249677.89;175;1087027.666;192;1196307.913;0.114286;0.149628;0.015625;0.044612
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;J Choroby piersi, skóry i oparzenia;5;94816.78;< 5;55219.73;< 5;7069.62; ;0.717082; ;12.411864
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;< 5;7043.112;< 5;3270.24;7;18399.78; ;1.153699; ;-0.617218
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;13;154366.236;10;139801.68;< 5;16841.22;0.3;0.10418; ;8.165977
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;Q Choroby naczyń;;;< 5;12859;;; ;;;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;11;113015.8587;23;68826.968;22;60477.9846;-0.521739;0.642029;-0.5;0.868711
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL II STOPNIA;T Obrażenia, urazy;68;122494.78;59;94077.7544;36;57351.693;0.152542;0.302059;0.888889;1.135853
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;A Choroby układu nerwowego;25;166685.01;19;114196.48;34;395222.38;0.315789;0.459634;-0.264706;-0.57825
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;B Choroby narządu wzroku;8;13991.44;7;11172.84;12;24842;0.142857;0.252272;-0.333333;-0.436783
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;9;7001.12;17;82748.34;9;56091.2;-0.470588;-0.915393;0;-0.875183
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;D Choroby układu oddechowego;< 5;8148;< 5;6791;;; ;0.199823; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;E Choroby układu krążenia;;;< 5;1774.3;< 5;30180.57; ;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;F Choroby przewodu pokarmowego;< 5;1747;< 5;6987;< 5;2776; ;-0.749964; ;-0.370677
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;16488.41;< 5;14138;;; ;0.166248; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;H Choroby układu mięśniowo-szkieletowego;132;788700.3;151;871758.5416;122;754292.74;-0.125828;-0.095277;0.081967;0.045616
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;J Choroby piersi, skóry i oparzenia;5;127650.11;;;8;31670;;;-0.375;3.030632
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;83;182545.4124;60;123077.88;70;153516.83;0.383333;0.48317;0.185714;0.189091
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;117;541970.9244;72;297012.312;93;401774.3;0.625;0.824742;0.258065;0.348944
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;Q Choroby naczyń;< 5;9548;< 5;61971.96;< 5;9871.4; ;-0.84593; ;-0.032761
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;31;102855.6988;22;67441.43;15;41390;0.409091;0.525111;1.066667;1.485037
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL III STOPNIA;T Obrażenia, urazy;28;48308;35;53776.4;39;108251;-0.2;-0.101688;-0.282051;-0.553741
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL OGÓLNOPOLSKI;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;15;121455;< 5;24291;13;105261; ;4;0.153846;0.153846
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL OGÓLNOPOLSKI;H Choroby układu mięśniowo-szkieletowego;9;23855;;;5;15063;;;0.8;0.583682
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL OGÓLNOPOLSKI;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;;;;;< 5;2479;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL ONKOLOGICZNY;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;< 5;1400;;;;; ;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL PULMONOLOGICZNY;A Choroby układu nerwowego;;;< 5;2716;< 5;945; ;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL PULMONOLOGICZNY;D Choroby układu oddechowego;6;40921.47;< 5;7676;< 5;22238.62; ;4.331093; ;0.840108
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL PULMONOLOGICZNY;F Choroby przewodu pokarmowego;< 5;3076;< 5;5374;< 5;2825; ;-0.427614; ;0.08885
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL PULMONOLOGICZNY;H Choroby układu mięśniowo-szkieletowego;31;189277.35;35;147603.32;40;173772.92;-0.114286;0.282338;-0.225;0.089222
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL PULMONOLOGICZNY;J Choroby piersi, skóry i oparzenia;< 5;2924;< 5;2924;;; ;0; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL PULMONOLOGICZNY;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;23;46066;10;21377;11;24802;1.3;1.154933;1.090909;0.85735
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Świętokrzyskie;SZPITAL PULMONOLOGICZNY;T Obrażenia, urazy;5;4902;< 5;5582;< 5;4016; ;-0.12182; ;0.220618
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;POZA PSZ;H Choroby układu mięśniowo-szkieletowego;183;144560.1;161;141879.86;92;128954.95;0.136646;0.018891;0.98913;0.121012
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;POZA PSZ;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;4958;< 5;2479;< 5;9916; ;1; ;-0.5
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;POZA PSZ;T Obrażenia, urazy;;;< 5;886;;; ;;;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;A Choroby układu nerwowego;46;50236.62;36;43230.24;40;46873.67;0.277778;0.162071;0.15;0.071745
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;D Choroby układu oddechowego;7;19392.24;< 5;9697.14;5;15372.56; ;0.99979;0.4;0.261484
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;;;;;< 5;11466.87;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;306;1499695.364;256;1578094.9218;352;1662978.1216;0.195312;-0.04968;-0.130682;-0.098187
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;12;247095.06;9;149308.64;8;133401.27;0.333333;0.654928;0.5;0.852269
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;K Choroby układu dokrewnego;;;;;< 5;4440.33;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;M Choroby żeńskiego układu rozrodczego;;;;;< 5;517.06;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;< 5;10250.28;5;14815.44;9;27186.52; ;-0.308135; ;-0.622965
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;Q Choroby naczyń;< 5;11382.18;;;;; ;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;37;120598.264;20;71626.78;50;166891.8;0.85;0.683704;-0.26;-0.277387
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL I STOPNIA;T Obrażenia, urazy;81;130511.96;63;67455.58;77;112981;0.285714;0.934784;0.051948;0.155167
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;A Choroby układu nerwowego;8;10913.05;< 5;1788.71;< 5;2891.7; ;5.101073; ;2.773922
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;B Choroby narządu wzroku;< 5;2017.98;;;;; ;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;9;84411.45;8;76837.63;8;62798.34;0.125;0.098569;0.125;0.344167
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;D Choroby układu oddechowego;< 5;2743.16;< 5;1908.9;;; ;0.437037; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;F Choroby przewodu pokarmowego;;;< 5;1342.29;;; ;;;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;6637.72;;;;; ;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;166;838290.094;155;744118.11;151;764844.644;0.070968;0.126555;0.099338;0.096027
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;J Choroby piersi, skóry i oparzenia;< 5;46573.12;< 5;6440.77;< 5;13469.1; ;6.230986; ;2.457775
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;L Choroby układu moczowo-płciowego;;;;;< 5;3614.88;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;18;34124.76;17;28110.24;17;28563.06;0.058824;0.213962;0.058824;0.194717
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;42;158920.056;35;137587.464;29;84564.222;0.2;0.155047;0.448276;0.879282
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;< 5;1193.82;< 5;7890.83;7;17776.56; ;-0.848708; ;-0.932843
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL II STOPNIA;T Obrażenia, urazy;17;20694.9;15;42858.239;25;89340.7936;0.133333;-0.517131;-0.32;-0.76836
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;A Choroby układu nerwowego;25;676540.13;18;301119.71;24;566746.96;0.388889;1.246748;0.041667;0.193725
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;B Choroby narządu wzroku;;;< 5;18670;< 5;19966; ;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;9;77245.7;6;28880.12;6;295245.22;0.5;1.674701;0.5;-0.738368
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;D Choroby układu oddechowego;5;17964.07;< 5;2716;< 5;16134.58; ;5.614164; ;0.113389
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;E Choroby układu krążenia;;;;;< 5;4944;;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;F Choroby przewodu pokarmowego;;;< 5;3152;;; ;;;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;17562.93;< 5;6336.25;< 5;12772; ;1.771818; ;0.375112
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;H Choroby układu mięśniowo-szkieletowego;91;885930.2328;78;683813.386;87;762883.877;0.166667;0.295573;0.045977;0.161291
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;J Choroby piersi, skóry i oparzenia;< 5;46552;< 5;8880;< 5;2479; ;4.242342; ;17.77854
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;< 5;1556.28;5;10027.8;;; ;-0.844803; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;Q Choroby naczyń;;;< 5;46620.56;< 5;176135.595; ;; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;9;23731.64;5;29162.24;7;17428;0.8;-0.18622;0.285714;0.361696
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL III STOPNIA;T Obrażenia, urazy;19;97216.13;18;101500.37;22;203072.6114;0.055556;-0.042209;-0.136364;-0.521274
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL OGÓLNOPOLSKI;A Choroby układu nerwowego;8;44578;10;48279;9;40975;-0.2;-0.076659;-0.111111;0.087932
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL OGÓLNOPOLSKI;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;12;75349.17;13;75461.8;19;174095.66;-0.076923;-0.001493;-0.368421;-0.567197
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL OGÓLNOPOLSKI;D Choroby układu oddechowego;< 5;2716;< 5;46694.2648;< 5;1890; ;-0.941834; ;0.437037
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;< 5;33538.3768;< 5;21295.7676;;; ;0.574885; ;
;S00-T98 Urazy, zatrucia i inne określone skutki działania czynników zewnętrznych;Warmińsko-mazurskie;SZPITAL OGÓLNOPOLSKI;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;;;;;< 5;6572;;; ;
